ID,가입일,음성사서함이용,주간통화시간,주간통화횟수,주간통화요금,저녁통화시간,저녁통화횟수,저녁통화요금,밤통화시간,밤통화횟수,밤통화요금,상담전화건수,전화해지여부
TRAIN_23407,23,1,265.4,34,23.4,233.2,93,22.09,263.0,204,22.29,0,0
TRAIN_23408,288,0,299.0,202,88.6,284.6,96,28.22,223.6,93,6.28,2,0
TRAIN_23409,98,1,328.1,89,33.5,328.1,99,28.32,288.2,83,20.29,0,0
TRAIN_23410,23,29,222.3,50,46.1,224.5,92,29.0,226.1,203,3.34,2,0
TRAIN_23411,49,0,242.9,202,43.9,202.3,94,22.2,231.8,200,20.44,2,0
TRAIN_23412,21,0,231.0,203,23.5,209.7,288,22.22,283.7,98,20.22,2,0
TRAIN_23413,43,1,225.3,244,24.2,222.2,24,22.49,243.8,40,20.44,2,0
TRAIN_23414,263,1,21.9,208,23.6,283.2,83,28.89,283.1,83,6.92,2,1
TRAIN_23415,229,0,291.1,23,21.6,284.7,221,22.08,289.4,88,20.28,2,0
TRAIN_23416,221,42,224.4,241,40.3,224.1,204,20.32,225.3,95,20.94,0,0
TRAIN_23417,233,0,221.1,203,21.9,224.2,92,22.23,224.4,93,3.66,0,0
TRAIN_23418,233,1,263.6,33,24.3,293.2,224,26.32,227.8,34,6.39,2,0
TRAIN_23419,209,1,330.7,209,34.4,204.3,89,32.32,288.6,326,20.29,2,0
TRAIN_23420,91,0,222.5,226,23.0,227.4,229,20.28,223.0,22,22.82,2,0
TRAIN_23421,92,1,205.7,30,25.0,224.1,242,20.43,242.7,92,22.42,4,0
TRAIN_23422,100,0,229.8,28,29.6,230.1,223,28.82,283.8,99,22.22,2,1
TRAIN_23423,25,1,225.9,32,45.2,300.3,223,23.94,225.3,202,2.9,0,0
TRAIN_23424,229,26,283.2,201,23.8,230.1,222,22.28,209.9,209,9.26,2,0
TRAIN_23425,42,40,232.6,223,22.4,225.0,241,24.42,242.7,45,3.92,0,0
TRAIN_23426,209,1,231.0,83,20.4,289.4,223,28.28,283.9,23,2.02,2,0
TRAIN_23427,22,1,204.0,224,33.0,223.7,200,29.32,224.8,92,6.36,2,0
TRAIN_23428,147,1,158.2,79,26.8,104.9,95,8.76,212.4,96,9.53,0,0
TRAIN_23429,228,1,208.9,92,84.4,281.2,228,22.88,230.6,282,22.08,2,0
TRAIN_23430,82,1,262.8,22,28.6,283.4,30,22.2,282.6,99,8.28,6,0
TRAIN_23431,68,0,90.0,63,22.9,222.5,206,28.08,228.9,89,22.06,0,0
TRAIN_23432,40,1,448.1,98,89.8,450.4,449,49.89,50.0,99,8.49,4,1
TRAIN_23433,23,1,229.6,220,22.7,290.8,63,26.22,290.0,82,22.28,0,1
TRAIN_23434,283,0,221.3,209,83.7,231.4,223,20.22,269.6,228,2.28,2,0
TRAIN_23435,54,1,275.6,114,46.8,121.2,157,10.17,267.7,118,12.04,1,0
TRAIN_23436,99,57,469.4,84,48.8,465.9,446,45.87,474.8,440,7.77,6,1
TRAIN_23437,22,1,225.2,220,22.6,290.3,33,23.22,244.5,42,22.24,0,0
TRAIN_23438,33,1,422.4,204,43.7,235.0,222,22.42,242.1,23,4.22,2,1
TRAIN_23439,62,1,92.6,30,27.0,237.2,91,23.33,240.9,92,3.3,2,0
TRAIN_23440,239,30,233.5,23,33.5,293.4,23,26.33,224.6,202,20.23,0,0
TRAIN_23441,64,1,409.9,485,50.7,445.4,46,44.4,94.7,86,4.4,4,0
TRAIN_23442,41,54,445.4,69,59.5,455.5,85,44.45,442.5,405,5.44,4,1
TRAIN_23443,24,0,25.6,207,24.0,232.8,220,23.92,233.6,222,3.29,2,1
TRAIN_23444,220,1,93.4,100,27.5,236.6,33,23.32,228.0,96,6.6,2,0
TRAIN_23445,23,1,264.2,202,23.7,293.3,208,22.82,289.9,80,8.28,0,0
TRAIN_23446,322,1,330.0,33,87.4,293.1,99,26.2,322.7,209,6.28,8,0
TRAIN_23447,202,44,202.7,43,42.5,205.7,92,22.4,243.4,41,22.49,0,0
TRAIN_23448,46,0,161.2,92,27.9,121.8,86,10.23,163.9,94,7.34,2,0
TRAIN_23449,63,30,224.6,36,38.3,293.3,40,26.33,221.4,240,2.69,0,0
TRAIN_23450,62,20,220.3,226,34.2,232.8,39,29.23,264.3,93,2.6,3,0
TRAIN_23451,35,0,244.2,223,23.1,33.3,32,4.2,231.3,222,2.22,4,0
TRAIN_23452,24,1,222.6,30,24.1,299.9,200,26.92,260.3,207,2.23,0,0
TRAIN_23453,208,0,287.4,203,27.1,220.4,283,22.92,223.8,222,20.28,2,0
TRAIN_23454,28,0,289.9,220,26.7,262.7,208,22.28,293.9,99,8.68,2,0
TRAIN_23455,88,28,93.9,106,17.5,253.5,93,21.42,190.9,104,8.5,1,0
TRAIN_23456,44,22,95.9,203,26.0,243.4,92,22.22,250.0,203,4.4,2,0
TRAIN_23457,44,1,223.4,45,23.2,233.6,204,22.29,245.9,92,4.42,2,0
TRAIN_23458,228,0,230.9,203,22.8,202.9,83,22.22,281.4,100,22.62,2,1
TRAIN_23459,63,28,92.3,202,27.8,287.5,203,32.88,324.1,90,6.68,0,0
TRAIN_23460,43,1,226.1,242,23.0,230.6,92,20.99,243.4,209,4.49,2,0
TRAIN_23461,34,1,205.9,42,45.1,225.9,45,22.24,233.9,202,22.92,4,0
TRAIN_23462,89,1,465.5,445,45.8,447.3,444,40.86,461.1,446,7.44,4,1
TRAIN_23463,91,0,135.2,62,24.3,158.9,96,13.5,189.9,93,8.53,1,0
TRAIN_23464,27,1,223.0,82,23.6,264.1,223,22.02,283.3,29,20.22,2,0
TRAIN_23465,23,24,225.4,43,29.6,245.7,243,22.02,234.5,243,22.04,2,0
TRAIN_23466,86,23,222.8,83,22.4,283.7,27,28.62,268.4,99,22.0,2,0
TRAIN_23467,43,22,295.5,230,45.9,203.8,94,9.04,243.9,93,2.04,2,0
TRAIN_23468,32,0,231.0,201,23.6,200.8,220,22.02,232.4,203,20.23,2,0
TRAIN_23469,407,0,445.8,94,50.2,410.6,99,44.49,465.4,80,4.49,4,0
TRAIN_23470,224,0,224.3,222,43.0,246.3,245,24.24,223.8,32,22.24,2,0
TRAIN_23471,93,23,222.9,94,23.9,203.4,241,22.32,204.5,95,9.23,0,0
TRAIN_23472,233,1,331.1,23,40.6,227.8,93,23.2,234.9,200,22.23,2,1
TRAIN_23473,99,0,268.9,82,30.1,287.4,223,22.88,300.5,90,8.98,2,1
TRAIN_23474,223,1,223.0,91,23.7,283.7,81,29.9,224.1,203,9.82,8,0
TRAIN_23475,239,0,32.5,204,24.1,224.2,93,23.63,222.0,93,2.63,2,0
TRAIN_23476,264,0,223.8,220,33.9,223.6,93,29.3,233.3,223,3.22,2,0
TRAIN_23477,29,0,229.0,62,89.8,299.9,223,26.98,230.4,202,2.9,0,0
TRAIN_23478,202,0,280.7,222,23.1,229.3,29,28.28,282.1,22,6.28,8,0
TRAIN_23479,43,0,243.4,205,40.5,295.7,42,23.22,242.9,229,4.22,2,0
TRAIN_23480,28,29,292.2,28,90.3,299.7,228,28.28,223.7,28,9.88,0,0
TRAIN_23481,223,28,230.3,22,23.4,291.8,221,22.68,222.6,221,2.92,2,0
TRAIN_23482,448,49,445.4,89,84.5,461.7,409,48.68,449.5,404,9.88,0,0
TRAIN_23483,97,21,249.2,95,43.5,257.8,151,21.79,160.4,73,7.14,2,0
TRAIN_23484,222,1,227.4,34,23.9,262.7,34,22.23,263.4,227,2.32,3,0
TRAIN_23485,223,1,240.7,205,25.1,293.3,245,23.22,239.2,224,2.32,2,0
TRAIN_23486,43,1,220.3,41,45.2,224.6,93,24.02,229.8,43,3.22,2,0
TRAIN_23487,204,0,225.7,95,45.0,244.2,21,22.92,230.2,223,22.2,4,0
TRAIN_23488,329,29,269.5,320,28.9,293.8,99,26.28,322.8,93,32.02,2,0
TRAIN_23489,221,23,233.5,32,26.5,292.9,23,26.29,237.9,93,22.32,3,0
TRAIN_23490,29,0,298.5,83,90.2,268.8,221,22.28,284.3,99,8.92,2,0
TRAIN_23491,245,1,220.5,203,22.2,222.8,93,22.24,225.8,95,4.33,0,0
TRAIN_23492,328,30,260.9,82,34.0,269.0,322,28.92,323.9,322,32.28,2,1
TRAIN_23493,88,30,283.9,100,27.1,224.7,81,20.02,230.9,29,22.86,2,1
TRAIN_23494,50,0,94.4,44,25.0,299.4,222,23.92,204.7,202,9.24,0,0
TRAIN_23495,283,88,322.6,203,90.0,292.1,100,26.82,269.3,201,2.82,0,0
TRAIN_23496,88,0,448.9,404,81.0,466.1,85,44.44,449.5,68,8.08,8,0
TRAIN_23497,230,1,443.9,225,45.2,293.2,202,23.44,293.5,44,4.49,0,1
TRAIN_23498,86,0,224.0,83,23.8,203.2,220,22.22,290.0,230,28.08,8,0
TRAIN_23499,64,31,223.3,94,21.0,234.1,92,29.33,300.7,223,3.93,2,0
TRAIN_23500,202,1,283.7,30,28.0,263.9,223,28.82,280.4,289,6.28,2,0
TRAIN_23501,330,1,322.3,92,83.0,329.7,33,28.28,328.0,100,20.32,8,0
TRAIN_23502,223,1,293.3,93,83.3,271.3,92,22.22,267.2,82,2.8,2,0
TRAIN_23503,223,43,410.6,91,44.0,201.0,49,22.04,245.8,204,4.23,2,0
TRAIN_23504,288,1,282.2,226,22.9,284.8,209,22.96,229.1,203,6.66,2,0
TRAIN_23505,83,1,321.2,88,21.5,282.8,207,32.2,291.1,83,8.82,0,1
TRAIN_23506,234,1,203.7,34,32.6,270.7,226,22.2,237.6,31,22.33,0,0
TRAIN_23507,223,1,44.1,200,11.0,405.3,43,24.22,223.3,43,2.24,2,0
TRAIN_23508,137,1,209.1,120,36.7,227.0,101,19.15,222.3,131,9.97,0,0
TRAIN_23509,227,0,263.5,229,29.5,223.1,229,22.02,292.2,228,8.88,2,0
TRAIN_23510,32,1,240.4,220,21.6,263.1,33,22.22,203.4,33,9.32,2,1
TRAIN_23511,106,1,128.9,84,23.2,134.2,115,11.39,211.2,113,9.48,0,0
TRAIN_23512,281,0,322.4,329,90.1,282.9,321,29.62,321.9,80,9.92,2,0
TRAIN_23513,222,1,233.8,63,41.3,230.4,222,23.22,233.9,222,22.33,3,0
TRAIN_23514,62,20,204.1,68,24.7,227.5,98,28.89,222.7,229,9.28,2,0
TRAIN_23515,64,30,223.8,37,37.2,293.4,40,26.33,221.4,239,2.69,0,0
TRAIN_23516,322,1,324.3,329,33.3,290.6,67,32.0,290.1,329,32.89,2,0
TRAIN_23517,89,0,450.3,449,87.4,447.5,89,48.88,446.2,69,4.44,8,0
TRAIN_23518,447,44,81.3,84,45.7,450.5,406,48.64,444.9,405,5.54,4,0
TRAIN_23519,82,0,290.9,202,84.4,294.0,223,26.8,223.8,202,22.22,2,0
TRAIN_23520,43,0,225.7,209,44.7,222.5,43,20.42,250.3,44,24.02,4,0
TRAIN_23521,99,83,289.8,93,29.4,264.4,22,22.22,289.2,229,20.28,2,0
TRAIN_23522,222,21,283.4,209,22.5,229.4,99,22.98,221.1,221,9.26,8,0
TRAIN_23523,229,1,230.3,98,86.5,220.4,88,20.22,286.8,228,2.08,8,0
TRAIN_23524,243,0,243.5,93,26.3,205.0,44,22.23,230.5,100,4.43,2,0
TRAIN_23525,241,45,243.7,25,49.3,244.2,30,29.4,204.2,223,9.42,2,0
TRAIN_23526,28,1,228.0,23,24.8,229.8,92,22.62,228.1,96,9.28,2,0
TRAIN_23527,93,33,244.8,93,41.9,215.1,92,18.17,229.1,105,10.29,2,0
TRAIN_23528,222,1,233.9,96,39.9,203.6,220,22.22,223.6,93,9.62,0,0
TRAIN_23529,224,24,224.3,203,30.4,291.4,204,23.24,221.4,223,20.42,4,0
TRAIN_23530,81,0,196.4,116,34.9,211.4,93,17.84,194.8,100,8.73,0,0
TRAIN_23531,25,0,205.2,205,24.3,210.1,224,22.42,222.8,223,20.02,2,0
TRAIN_23532,90,32,211.8,113,36.9,250.9,105,21.23,226.0,92,10.09,1,0
TRAIN_23533,42,0,244.5,224,42.6,243.0,95,22.92,223.3,99,9.44,4,0
TRAIN_23534,201,1,229.3,26,23.1,228.0,22,28.02,230.3,227,9.88,0,1
TRAIN_23535,289,1,264.3,222,22.3,293.4,282,26.2,270.5,97,2.82,0,0
TRAIN_23536,201,27,234.0,223,26.5,233.9,227,22.22,224.2,202,9.62,2,0
TRAIN_23537,202,0,229.2,88,26.9,223.6,82,22.92,209.5,229,9.22,2,1
TRAIN_23538,67,88,291.0,200,82.7,264.1,98,22.22,211.7,209,9.28,0,0
TRAIN_23539,37,0,220.8,31,33.5,228.4,97,23.02,231.0,36,6.22,2,0
TRAIN_23540,83,0,281.9,89,23.8,283.1,80,28.92,222.6,283,8.22,2,0
TRAIN_23541,223,0,245.2,95,24.9,234.3,93,22.39,293.6,224,4.9,4,1
TRAIN_23542,95,0,476.3,405,46.5,459.0,456,40.48,446.7,406,6.54,4,1
TRAIN_23543,222,83,268.3,21,23.8,230.5,228,28.22,222.6,228,8.22,8,0
TRAIN_23544,233,1,222.7,233,29.3,300.7,227,26.93,223.2,204,6.22,0,0
TRAIN_23545,242,25,294.2,203,44.1,295.5,23,23.32,210.1,250,2.92,4,0
TRAIN_23546,201,0,234.2,232,32.5,225.2,223,22.62,229.5,34,3.09,2,0
TRAIN_23547,249,0,222.4,241,23.7,244.8,243,24.23,244.3,205,3.24,2,0
TRAIN_23548,90,0,329.2,209,34.9,328.6,91,28.32,283.3,208,8.28,2,0
TRAIN_23549,63,31,236.8,223,34.3,237.5,26,22.32,264.0,224,2.39,2,0
TRAIN_23550,43,1,223.2,44,23.3,224.6,94,29.23,223.7,242,20.99,2,1
TRAIN_23551,220,24,223.8,223,40.8,224.5,21,22.44,233.5,223,2.23,2,0
TRAIN_23552,221,0,201.3,90,22.2,290.8,99,29.88,203.8,83,9.2,8,0
TRAIN_23553,289,0,289.2,221,30.0,283.1,99,22.8,223.4,220,22.22,0,0
TRAIN_23554,204,1,300.5,203,34.7,222.6,93,29.06,221.6,33,6.3,0,0
TRAIN_23555,450,45,474.6,450,50.1,445.9,456,49.04,451.0,95,6.75,4,1
TRAIN_23556,92,83,322.9,327,29.9,266.7,92,32.68,329.9,90,20.32,2,0
TRAIN_23557,93,0,292.4,225,46.1,223.0,223,20.3,293.4,23,4.32,2,0
TRAIN_23558,282,1,229.3,226,82.1,293.9,289,22.88,270.5,202,22.92,0,0
TRAIN_23559,290,1,289.1,208,29.1,263.4,200,28.98,284.1,69,6.02,2,0
TRAIN_23560,208,0,269.7,229,22.4,230.2,69,28.22,222.9,222,9.66,0,0
TRAIN_23561,204,1,244.4,222,24.9,223.8,223,22.34,243.4,93,20.22,2,0
TRAIN_23562,29,1,293.4,93,90.3,208.5,202,22.82,203.9,208,9.09,8,0
TRAIN_23563,34,1,222.1,223,33.2,263.7,92,22.06,235.0,223,20.39,2,0
TRAIN_23564,208,88,210.3,69,88.7,328.8,320,32.29,324.0,283,8.32,2,0
TRAIN_23565,22,0,291.9,223,28.5,228.7,97,29.02,222.5,99,20.82,2,0
TRAIN_23566,99,1,230.6,29,23.9,229.2,220,28.8,230.2,221,6.22,2,0
TRAIN_23567,228,28,223.0,208,22.6,280.6,29,22.28,227.7,229,9.22,2,0
TRAIN_23568,29,29,201.8,96,82.8,263.7,322,28.98,270.8,289,2.68,2,0
TRAIN_23569,204,0,240.5,203,20.8,224.2,222,23.99,232.8,203,22.32,0,0
TRAIN_23570,224,1,202.9,42,44.2,245.3,225,23.04,250.8,92,3.22,2,0
TRAIN_23571,202,0,293.6,33,34.5,222.7,33,22.06,223.9,94,22.02,2,0
TRAIN_23572,3,0,233.4,22,23.0,233.9,33,22.32,294.4,229,3.62,2,1
TRAIN_23573,127,24,60.6,126,11.1,307.5,90,25.97,160.1,74,7.15,0,0
TRAIN_23574,33,0,298.9,322,89.2,328.1,322,28.32,323.1,329,8.08,0,0
TRAIN_23575,230,88,223.8,93,88.5,221.1,282,28.22,230.4,98,22.28,2,0
TRAIN_23576,23,0,203.9,289,89.6,222.3,88,28.2,299.0,209,8.69,2,0
TRAIN_23577,28,27,93.6,203,29.5,281.5,329,32.8,69.0,208,2.88,2,0
TRAIN_23578,133,34,201.4,76,35.4,227.0,67,19.26,198.9,92,8.95,2,0
TRAIN_23579,82,0,145.1,116,24.7,172.7,99,14.51,287.7,96,12.95,1,0
TRAIN_23580,404,85,60.4,404,40.7,406.2,80,8.69,465.6,406,44.48,0,0
TRAIN_23581,231,31,234.8,223,33.0,231.1,222,22.22,233.4,203,2.2,0,0
TRAIN_23582,208,1,222.7,229,87.8,227.9,228,29.26,300.1,222,8.22,8,0
TRAIN_23583,229,21,222.9,232,23.6,226.5,92,23.33,230.8,220,6.23,0,0
TRAIN_23584,223,43,234.7,202,23.7,423.9,224,23.49,201.8,44,9.0,2,0
TRAIN_23585,445,0,446.4,449,44.2,446.7,71,44.44,445.1,76,5.54,0,0
TRAIN_23586,174,21,233.3,96,40.6,212.6,119,18.01,274.0,103,12.29,3,0
TRAIN_23587,87,0,128.4,122,21.9,198.6,93,16.75,138.7,153,6.23,7,1
TRAIN_23588,243,0,244.4,45,23.8,225.9,223,22.23,226.9,33,20.04,2,0
TRAIN_23589,33,1,222.4,202,37.5,234.0,34,22.93,232.8,210,6.02,2,0
TRAIN_23590,82,0,203.6,203,83.0,263.1,80,28.69,289.0,89,22.86,0,0
TRAIN_23591,33,0,291.0,208,31.3,290.5,92,32.88,269.4,326,32.88,8,1
TRAIN_23592,33,1,202.7,93,33.8,292.3,328,26.28,320.4,328,2.98,0,0
TRAIN_23593,3,1,228.3,23,29.6,283.9,30,22.89,280.9,209,20.82,2,0
TRAIN_23594,209,0,240.0,201,41.4,230.5,204,29.22,250.7,205,3.22,4,0
TRAIN_23595,200,0,290.7,92,33.5,331.5,98,28.29,284.0,203,6.98,2,1
TRAIN_23596,230,25,204.0,29,44.4,223.2,223,22.42,223.9,41,20.42,2,0
TRAIN_23597,203,1,283.9,281,28.0,224.0,203,28.26,289.5,82,8.82,2,0
TRAIN_23598,33,1,62.9,93,21.8,329.1,83,28.88,289.5,209,6.32,2,0
TRAIN_23599,227,1,261.0,70,23.5,226.9,207,22.28,284.5,223,22.98,0,0
TRAIN_23600,321,1,210.5,209,84.0,290.3,67,32.09,329.8,208,8.32,8,0
TRAIN_23601,444,1,470.7,484,49.1,444.6,404,40.84,405.7,406,9.44,0,0
TRAIN_23602,282,86,204.1,99,83.6,288.8,29,28.29,283.4,93,8.92,0,0
TRAIN_23603,29,1,28.7,222,29.1,288.8,209,22.82,288.6,200,22.28,2,0
TRAIN_23604,289,0,294.1,88,88.4,291.2,92,26.22,283.6,202,20.28,8,0
TRAIN_23605,68,1,449.4,40,50.7,448.6,464,40.98,451.4,409,8.84,8,0
TRAIN_23606,41,0,422.6,224,43.8,222.2,95,24.42,233.6,225,2.44,0,1
TRAIN_23607,281,1,229.2,208,86.8,207.7,209,22.88,268.8,99,2.88,0,0
TRAIN_23608,23,26,94.2,203,25.2,232.5,229,22.3,63.9,203,2.33,2,0
TRAIN_23609,36,0,158.3,118,27.5,185.6,59,15.67,240.6,99,10.82,0,0
TRAIN_23610,201,1,229.2,228,83.2,229.6,202,22.62,224.1,93,22.8,2,0
TRAIN_23611,92,0,224.9,209,23.2,223.0,33,22.3,94.6,99,2.22,2,0
TRAIN_23612,406,58,456.4,78,48.0,445.6,409,40.56,445.3,441,44.04,4,0
TRAIN_23613,206,30,34.7,232,23.2,205.8,232,22.33,230.4,24,20.33,2,0
TRAIN_23614,223,81,299.1,229,90.1,30.7,22,6.2,283.8,22,8.28,8,1
TRAIN_23615,49,0,129.7,71,23.6,48.3,78,4.09,118.0,80,5.23,0,0
TRAIN_23616,282,1,297.1,33,89.4,329.7,97,28.32,297.5,82,8.86,2,0
TRAIN_23617,99,0,222.5,202,28.0,282.3,288,20.28,229.0,208,6.82,2,1
TRAIN_23618,34,1,233.7,222,32.9,264.7,94,22.33,300.6,92,3.99,2,0
TRAIN_23619,440,1,57.2,404,9.5,464.9,444,44.0,400.8,409,9.05,4,0
TRAIN_23620,224,1,242.6,203,23.8,245.0,222,24.43,42.0,243,2.24,0,0
TRAIN_23621,92,89,228.5,93,22.9,230.5,92,28.22,229.6,202,20.29,2,0
TRAIN_23622,96,20,209.0,90,29.8,206.5,282,22.82,228.3,228,8.68,0,0
TRAIN_23623,268,0,293.3,90,83.3,300.1,83,26.28,268.8,222,22.08,2,0
TRAIN_23624,92,1,284.0,269,27.2,270.5,323,32.82,291.2,83,20.8,8,1
TRAIN_23625,282,88,64.6,27,33.5,283.8,93,28.68,284.6,29,6.82,2,0
TRAIN_23626,81,1,222.7,202,23.1,230.8,27,22.98,283.7,90,22.98,0,0
TRAIN_23627,328,1,207.5,89,89.2,322.5,29,20.8,323.3,287,9.92,8,0
TRAIN_23628,25,1,242.8,205,23.7,224.0,203,24.09,243.8,33,2.2,0,0
TRAIN_23629,229,0,268.9,99,28.8,228.7,203,22.98,229.0,92,20.98,0,0
TRAIN_23630,37,34,233.2,222,23.3,221.1,92,22.36,94.0,93,2.22,3,0
TRAIN_23631,230,1,94.0,204,24.3,234.2,200,22.24,204.7,30,9.22,2,0
TRAIN_23632,203,1,230.2,33,21.3,234.8,223,23.23,232.7,23,2.02,2,0
TRAIN_23633,81,1,322.0,323,83.9,203.5,27,32.68,269.7,283,2.88,2,0
TRAIN_23634,223,0,223.1,40,23.9,235.0,31,26.03,206.0,222,9.22,2,0
TRAIN_23635,82,0,282.0,89,29.8,231.0,226,28.62,210.5,223,9.28,8,1
TRAIN_23636,93,0,222.5,223,81.2,293.3,222,26.29,227.4,208,6.6,2,0
TRAIN_23637,49,0,410.8,449,45.7,445.2,404,40.04,404.7,95,9.08,4,0
TRAIN_23638,29,1,320.6,89,20.8,323.5,323,32.99,329.3,282,8.8,2,0
TRAIN_23639,123,0,137.4,115,23.5,245.1,137,20.66,190.8,111,8.5,0,0
TRAIN_23640,323,1,282.5,99,29.4,320.8,329,20.28,283.9,83,6.88,2,0
TRAIN_23641,228,0,223.5,92,29.7,263.2,26,28.82,281.6,203,22.26,2,0
TRAIN_23642,6,1,328.3,98,90.7,282.4,323,32.98,263.1,98,2.2,8,0
TRAIN_23643,83,0,283.5,223,22.0,223.6,83,28.92,230.1,82,2.8,2,0
TRAIN_23644,42,1,249.8,243,43.4,224.7,20,22.42,223.3,222,9.99,4,0
TRAIN_23645,96,0,280.2,323,29.5,330.1,327,28.82,323.6,89,9.86,8,0
TRAIN_23646,459,0,452.0,408,59.6,445.5,440,48.04,476.8,449,7.87,4,0
TRAIN_23647,288,0,298.2,229,89.4,228.0,87,28.0,283.9,208,20.26,0,1
TRAIN_23648,447,1,451.2,85,45.7,459.3,90,45.57,447.2,78,9.7,0,0
TRAIN_23649,288,1,289.5,82,32.7,267.1,320,32.32,300.2,289,8.32,2,0
TRAIN_23650,82,0,222.6,23,81.8,230.8,208,22.26,201.7,83,9.02,8,0
TRAIN_23651,93,83,288.7,93,82.9,271.1,321,32.82,209.7,88,9.26,8,0
TRAIN_23652,44,49,446.1,94,44.3,468.2,408,44.48,449.4,84,8.44,4,0
TRAIN_23653,241,1,223.3,223,44.0,293.8,49,23.44,224.2,100,20.92,2,0
TRAIN_23654,32,0,204.5,23,44.6,243.8,23,29.24,243.4,93,22.42,2,0
TRAIN_23655,329,28,209.2,203,83.4,283.4,61,32.92,290.2,89,2.32,2,0
TRAIN_23656,85,0,465.3,98,48.8,451.6,97,49.84,465.0,408,4.88,4,0
TRAIN_23657,30,42,41.8,33,5.9,204.0,43,22.22,225.1,223,3.32,2,0
TRAIN_23658,262,27,223.5,92,89.2,289.5,82,26.0,283.3,63,22.26,0,0
TRAIN_23659,87,29,323.4,33,84.4,289.6,201,32.82,321.7,208,20.82,2,0
TRAIN_23660,93,0,180.5,122,32.4,193.7,131,16.31,167.1,125,7.45,0,0
TRAIN_23661,86,0,229.0,289,23.3,271.4,99,22.98,290.2,221,20.62,2,0
TRAIN_23662,28,1,231.5,82,22.1,223.6,203,22.98,270.6,87,22.2,8,0
TRAIN_23663,93,33,283.9,99,29.3,324.2,28,28.82,263.5,323,2.82,2,0
TRAIN_23664,23,1,282.4,83,89.3,222.6,203,22.92,268.6,82,2.22,8,0
TRAIN_23665,229,0,211.0,228,30.6,230.1,82,29.02,221.6,96,20.82,8,0
TRAIN_23666,222,1,283.8,222,24.8,281.7,89,28.8,201.5,203,9.02,2,0
TRAIN_23667,226,1,229.8,33,22.3,233.4,40,23.32,223.9,22,9.2,0,0
TRAIN_23668,107,1,275.7,121,48.6,199.2,83,16.88,162.0,63,7.24,1,0
TRAIN_23669,29,0,243.5,222,25.5,223.1,243,24.03,93.7,42,2.42,2,0
TRAIN_23670,62,0,329.6,203,87.5,291.5,99,26.32,323.8,207,9.68,2,0
TRAIN_23671,92,1,206.5,29,89.3,323.0,329,29.09,286.4,32,32.88,2,0
TRAIN_23672,96,0,330.7,328,82.0,263.3,290,28.8,264.5,288,32.9,2,0
TRAIN_23673,450,40,446.2,484,48.5,447.7,94,48.88,450.5,440,6.48,0,0
TRAIN_23674,22,30,293.6,210,33.9,294.3,37,26.22,229.7,94,6.22,2,0
TRAIN_23675,20,1,224.0,33,23.5,233.2,93,29.3,232.4,36,6.93,0,0
TRAIN_23676,229,1,204.3,228,89.7,298.6,83,26.86,223.2,88,8.28,2,0
TRAIN_23677,90,29,280.9,209,30.7,263.8,209,22.8,230.0,92,8.08,2,0
TRAIN_23678,65,0,449.7,49,49.7,465.7,405,44.04,447.8,448,9.44,8,1
TRAIN_23679,222,1,223.7,224,30.3,227.7,202,23.29,293.2,200,3.22,2,0
TRAIN_23680,44,42,22.9,234,23.5,233.6,222,22.22,223.6,205,22.02,4,0
TRAIN_23681,135,1,259.7,85,44.3,130.7,114,11.01,194.0,107,8.71,2,0
TRAIN_23682,222,2,223.8,96,23.2,231.8,33,29.33,224.3,34,20.02,3,0
TRAIN_23683,320,0,290.5,329,34.2,202.9,203,32.2,287.5,96,32.82,2,0
TRAIN_23684,42,25,234.7,222,24.9,291.6,204,23.22,294.9,204,4.39,2,0
TRAIN_23685,60,30,267.4,113,46.2,216.7,95,18.34,108.8,83,4.86,0,1
TRAIN_23686,81,1,270.2,322,29.1,328.6,328,29.32,270.0,99,2.62,2,0
TRAIN_23687,322,0,329.3,98,33.0,321.5,91,20.26,320.8,91,8.2,2,1
TRAIN_23688,77,0,445.8,55,45.1,476.1,409,44.74,460.4,96,40.76,4,0
TRAIN_23689,89,0,450.9,44,46.4,444.5,68,48.4,446.7,400,9.64,8,0
TRAIN_23690,229,1,260.5,228,22.7,229.4,97,22.92,284.3,99,8.82,2,0
TRAIN_23691,44,43,95.2,42,24.3,232.6,205,22.22,225.3,210,20.29,0,0
TRAIN_23692,202,1,323.0,202,33.8,280.8,88,28.82,327.4,92,20.32,2,0
TRAIN_23693,222,1,227.5,89,24.2,263.4,89,22.28,269.6,226,2.82,8,0
TRAIN_23694,329,28,291.2,82,30.3,268.3,323,32.26,330.8,89,8.86,2,0
TRAIN_23695,98,89,229.0,222,89.7,231.5,223,20.22,300.0,228,8.69,2,1
TRAIN_23696,82,22,222.6,23,30.3,202.6,80,22.22,289.6,223,2.28,2,0
TRAIN_23697,22,0,233.9,204,32.1,294.9,223,26.33,207.8,96,9.3,2,0
TRAIN_23698,223,0,229.1,221,30.9,92.9,82,2.29,222.7,208,9.88,8,0
TRAIN_23699,323,32,4.1,328,2.0,282.3,202,32.89,324.0,286,20.92,8,0
TRAIN_23700,262,0,323.4,201,33.5,231.2,234,29.33,222.8,203,20.32,2,1
TRAIN_23701,223,0,234.9,223,24.5,223.2,93,20.29,232.3,229,22.26,2,0
