ID,Exercise_Duration,Body_Temperature(F),BPM,Height(Feet),Height(Remainder_Inches),Weight(lb),Weight_Status,Gender,Age,Calories_Burned
TRAIN_5993,17.0,104.7,102.0,5.0,11.0,172.0,Normal Weight,M,31,92.0
TRAIN_5994,18.0,105.1,95.0,6.0,3.0,174.2,Normal Weight,F,38,88.0
TRAIN_5995,27.0,105.4,109.0,4.0,12.0,114.6,Normal Weight,F,38,182.0
TRAIN_5996,26.0,105.1,105.0,5.0,1.0,121.3,Normal Weight,F,40,164.0
TRAIN_5997,15.0,103.8,97.0,5.0,6.0,143.3,Normal Weight,F,57,84.0
TRAIN_5998,12.0,104.4,92.0,5.0,5.0,143.3,Normal Weight,F,26,54.0
TRAIN_5999,14.0,104.7,99.0,5.0,7.0,154.3,Normal Weight,F,52,79.0
TRAIN_6000,26.0,106.3,102.0,5.0,10.0,163.1,Normal Weight,F,35,146.0
TRAIN_6001,10.0,103.3,90.0,5.0,3.0,141.1,Normal Weight,F,67,51.0
TRAIN_6002,5.0,102.6,89.0,5.0,1.0,125.7,Normal Weight,F,44,23.0
TRAIN_6003,9.0,103.3,90.0,6.0,4.0,198.4,Normal Weight,M,53,44.0
TRAIN_6004,26.0,105.4,115.0,5.0,7.0,130.1,Normal Weight,F,38,189.0
TRAIN_6005,19.0,104.9,100.0,5.0,7.0,156.5,Normal Weight,F,52,109.0
TRAIN_6006,22.0,104.9,110.0,6.0,1.0,189.6,Normal Weight,M,74,195.0
TRAIN_6007,22.0,105.8,107.0,6.0,5.0,220.5,Overweight,M,28,142.0
TRAIN_6008,1.0,100.4,86.0,5.0,4.0,127.9,Normal Weight,F,64,5.0
TRAIN_6009,13.0,104.0,103.0,6.0,8.0,229.3,Overweight,M,26,76.0
TRAIN_6010,10.0,103.5,99.0,5.0,12.0,185.2,Overweight,M,21,46.0
TRAIN_6011,17.0,104.4,100.0,6.0,1.0,183.0,Normal Weight,M,74,124.0
TRAIN_6012,20.0,105.1,101.0,6.0,3.0,209.4,Overweight,M,79,158.0
TRAIN_6013,24.0,105.8,101.0,6.0,4.0,200.6,Normal Weight,M,26,127.0
TRAIN_6014,15.0,104.4,102.0,6.0,1.0,180.8,Normal Weight,M,20,74.0
TRAIN_6015,15.0,104.4,97.0,5.0,11.0,178.6,Normal Weight,M,75,102.0
TRAIN_6016,5.0,102.7,85.0,5.0,3.0,121.3,Normal Weight,F,29,20.0
TRAIN_6017,26.0,104.7,109.0,5.0,12.0,183.0,Overweight,M,37,178.0
TRAIN_6018,10.0,103.5,83.0,5.0,1.0,121.3,Normal Weight,F,30,38.0
TRAIN_6019,25.0,105.8,106.0,6.0,0.0,198.4,Overweight,M,31,156.0
TRAIN_6020,14.0,103.8,93.0,5.0,10.0,176.4,Overweight,M,74,86.0
TRAIN_6021,17.0,104.7,95.0,6.0,0.0,200.6,Overweight,M,45,90.0
TRAIN_6022,8.0,102.9,95.0,5.0,5.0,138.9,Normal Weight,F,49,42.0
TRAIN_6023,3.0,101.5,79.0,5.0,9.0,169.8,Overweight,M,32,6.0
TRAIN_6024,8.0,103.5,83.0,5.0,10.0,145.5,Normal Weight,F,20,28.0
TRAIN_6025,23.0,105.4,98.0,4.0,11.0,114.6,Normal Weight,F,38,128.0
TRAIN_6026,10.0,104.0,91.0,6.0,5.0,233.7,Overweight,M,55,55.0
TRAIN_6027,27.0,105.6,111.0,4.0,11.0,105.8,Normal Weight,F,22,181.0
TRAIN_6028,11.0,104.0,89.0,6.0,3.0,202.8,Overweight,M,21,36.0
TRAIN_6029,13.0,104.7,93.0,5.0,9.0,160.9,Normal Weight,M,42,58.0
TRAIN_6030,1.0,100.4,87.0,5.0,5.0,130.1,Normal Weight,F,26,4.0
TRAIN_6031,25.0,104.9,99.0,6.0,2.0,198.4,Overweight,M,56,160.0
TRAIN_6032,23.0,105.3,94.0,5.0,9.0,180.8,Overweight,M,77,149.0
TRAIN_6033,20.0,104.7,107.0,5.0,7.0,152.1,Normal Weight,F,72,138.0
TRAIN_6034,2.0,101.3,85.0,5.0,5.0,136.7,Normal Weight,F,22,7.0
TRAIN_6035,20.0,104.7,103.0,6.0,0.0,180.8,Normal Weight,F,44,116.0
TRAIN_6036,20.0,104.9,111.0,5.0,7.0,149.9,Normal Weight,F,74,147.0
TRAIN_6037,28.0,105.3,112.0,5.0,6.0,147.7,Normal Weight,F,53,199.0
TRAIN_6038,20.0,105.6,101.0,5.0,9.0,165.3,Normal Weight,F,24,106.0
TRAIN_6039,26.0,105.4,103.0,6.0,3.0,202.8,Overweight,M,33,154.0
TRAIN_6040,6.0,102.7,81.0,5.0,11.0,169.8,Normal Weight,M,22,11.0
TRAIN_6041,16.0,104.2,92.0,5.0,11.0,174.2,Normal Weight,F,34,72.0
TRAIN_6042,23.0,104.4,103.0,5.0,8.0,169.8,Overweight,M,26,121.0
TRAIN_6043,23.0,105.3,102.0,6.0,6.0,231.5,Overweight,M,39,146.0
TRAIN_6044,2.0,100.0,77.0,5.0,2.0,125.7,Normal Weight,F,21,6.0
TRAIN_6045,15.0,104.5,93.0,4.0,11.0,108.0,Normal Weight,F,32,74.0
TRAIN_6046,28.0,105.4,106.0,5.0,8.0,158.7,Normal Weight,F,35,170.0
TRAIN_6047,3.0,101.7,82.0,5.0,8.0,138.9,Normal Weight,F,33,11.0
TRAIN_6048,14.0,104.7,84.0,5.0,9.0,167.6,Overweight,M,42,44.0
TRAIN_6049,2.0,100.0,85.0,5.0,11.0,187.4,Overweight,M,23,5.0
TRAIN_6050,30.0,106.2,105.0,5.0,4.0,141.1,Normal Weight,F,43,187.0
TRAIN_6051,11.0,104.2,99.0,5.0,3.0,141.1,Normal Weight,F,52,63.0
TRAIN_6052,8.0,102.9,87.0,6.0,5.0,209.4,Normal Weight,M,27,26.0
TRAIN_6053,6.0,102.2,79.0,6.0,4.0,196.2,Normal Weight,M,31,13.0
TRAIN_6054,8.0,103.5,86.0,5.0,8.0,180.8,Overweight,M,68,39.0
TRAIN_6055,22.0,105.3,106.0,5.0,4.0,132.3,Normal Weight,F,46,142.0
TRAIN_6056,24.0,105.4,104.0,5.0,7.0,138.9,Normal Weight,F,23,139.0
TRAIN_6057,18.0,104.5,89.0,6.0,4.0,205.0,Normal Weight,M,39,75.0
TRAIN_6058,17.0,104.4,92.0,4.0,8.0,108.0,Normal Weight,F,44,86.0
TRAIN_6059,12.0,104.2,93.0,5.0,7.0,143.3,Normal Weight,F,36,58.0
TRAIN_6060,5.0,102.7,87.0,5.0,4.0,138.9,Normal Weight,F,67,24.0
TRAIN_6061,17.0,104.9,90.0,5.0,9.0,176.4,Overweight,M,35,65.0
TRAIN_6062,13.0,104.0,93.0,6.0,1.0,172.0,Normal Weight,F,54,64.0
TRAIN_6063,8.0,102.7,83.0,6.0,1.0,187.4,Normal Weight,M,72,37.0
TRAIN_6064,2.0,100.4,84.0,6.0,1.0,178.6,Normal Weight,M,38,6.0
TRAIN_6065,21.0,104.9,100.0,4.0,10.0,105.8,Normal Weight,F,20,116.0
TRAIN_6066,18.0,104.2,97.0,5.0,8.0,149.9,Normal Weight,F,23,89.0
TRAIN_6067,21.0,105.3,95.0,6.0,3.0,207.2,Overweight,M,63,131.0
TRAIN_6068,12.0,104.5,93.0,5.0,10.0,163.1,Normal Weight,M,24,43.0
TRAIN_6069,19.0,104.4,102.0,5.0,5.0,145.5,Normal Weight,F,72,121.0
TRAIN_6070,10.0,104.0,91.0,6.0,9.0,229.3,Normal Weight,M,77,65.0
TRAIN_6071,11.0,102.9,88.0,5.0,11.0,191.8,Overweight,M,59,53.0
TRAIN_6072,27.0,105.4,105.0,5.0,12.0,183.0,Overweight,F,36,158.0
TRAIN_6073,20.0,104.5,101.0,5.0,9.0,180.8,Overweight,M,69,143.0
TRAIN_6074,27.0,105.1,105.0,5.0,9.0,176.4,Overweight,M,24,150.0
TRAIN_6075,30.0,105.4,115.0,5.0,3.0,127.9,Normal Weight,F,21,210.0
TRAIN_6076,8.0,102.7,84.0,6.0,2.0,205.0,Overweight,M,32,24.0
TRAIN_6077,26.0,105.6,105.0,5.0,2.0,114.6,Normal Weight,F,27,159.0
TRAIN_6078,10.0,103.5,90.0,6.0,3.0,194.0,Normal Weight,M,22,34.0
TRAIN_6079,8.0,103.8,86.0,5.0,4.0,138.9,Normal Weight,F,79,39.0
TRAIN_6080,23.0,105.1,97.0,5.0,2.0,136.7,Normal Weight,F,65,133.0
TRAIN_6081,21.0,104.5,108.0,5.0,8.0,152.1,Normal Weight,F,71,146.0
TRAIN_6082,25.0,105.3,103.0,5.0,10.0,172.0,Normal Weight,M,42,152.0
TRAIN_6083,24.0,104.7,107.0,5.0,11.0,191.8,Overweight,M,39,161.0
TRAIN_6084,10.0,104.0,95.0,5.0,4.0,127.9,Normal Weight,F,36,51.0
TRAIN_6085,26.0,106.3,101.0,6.0,2.0,194.0,Normal Weight,M,57,174.0
TRAIN_6086,25.0,105.3,99.0,6.0,3.0,198.4,Obese,M,23,120.0
TRAIN_6087,24.0,105.4,100.0,5.0,5.0,136.7,Normal Weight,F,26,130.0
TRAIN_6088,26.0,105.1,107.0,5.0,10.0,180.8,Overweight,M,45,180.0
TRAIN_6089,28.0,106.0,107.0,5.0,12.0,176.4,Normal Weight,M,31,173.0
TRAIN_6090,18.0,104.7,97.0,5.0,2.0,123.5,Normal Weight,F,22,92.0
TRAIN_6091,22.0,104.7,95.0,5.0,7.0,147.7,Normal Weight,F,24,105.0
TRAIN_6092,18.0,104.5,91.0,5.0,11.0,174.2,Normal Weight,M,21,59.0
TRAIN_6093,28.0,105.3,107.0,5.0,7.0,149.9,Normal Weight,F,31,173.0
TRAIN_6094,14.0,103.8,88.0,5.0,3.0,130.1,Normal Weight,F,27,59.0
TRAIN_6095,9.0,103.6,94.0,5.0,1.0,119.0,Normal Weight,M,47,40.0
TRAIN_6096,21.0,104.9,97.0,5.0,2.0,132.3,Normal Weight,F,32,110.0
TRAIN_6097,12.0,104.2,98.0,6.0,3.0,222.7,Overweight,M,56,78.0
TRAIN_6098,20.0,104.4,94.0,5.0,10.0,165.3,Normal Weight,M,64,114.0
TRAIN_6099,9.0,102.9,94.0,5.0,8.0,169.8,Overweight,M,25,35.0
TRAIN_6100,18.0,104.5,89.0,6.0,0.0,202.8,Overweight,M,31,67.0
TRAIN_6101,23.0,105.6,104.0,5.0,5.0,143.3,Normal Weight,F,66,150.0
TRAIN_6102,14.0,103.8,101.0,5.0,12.0,191.8,Overweight,M,34,78.0
TRAIN_6103,23.0,105.4,96.0,6.0,6.0,233.7,Overweight,M,47,135.0
TRAIN_6104,24.0,105.1,106.0,5.0,7.0,152.1,Normal Weight,F,37,148.0
TRAIN_6105,30.0,105.6,101.0,5.0,2.0,132.3,Normal Weight,F,47,178.0
TRAIN_6106,26.0,105.4,104.0,5.0,2.0,134.5,Normal Weight,F,57,167.0
TRAIN_6107,4.0,101.8,91.0,5.0,4.0,125.7,Normal Weight,F,28,18.0
TRAIN_6108,27.0,105.6,100.0,5.0,1.0,123.5,Normal Weight,F,45,158.0
TRAIN_6109,7.0,103.1,87.0,5.0,10.0,169.8,Normal Weight,M,42,25.0
TRAIN_6110,29.0,105.8,108.0,6.0,3.0,200.6,Obese,M,40,203.0
TRAIN_6111,5.0,103.1,81.0,5.0,10.0,154.3,Normal Weight,F,20,16.0
TRAIN_6112,13.0,104.4,101.0,6.0,2.0,191.8,Normal Weight,F,39,70.0
TRAIN_6113,2.0,100.6,82.0,5.0,4.0,121.3,Normal Weight,F,39,8.0
TRAIN_6114,20.0,104.7,106.0,5.0,2.0,141.1,Overweight,F,73,137.0
TRAIN_6115,6.0,103.1,81.0,5.0,5.0,158.7,Overweight,M,33,13.0
TRAIN_6116,5.0,102.4,93.0,6.0,3.0,207.2,Overweight,M,28,21.0
TRAIN_6117,2.0,100.4,85.0,6.0,2.0,205.0,Overweight,M,33,6.0
TRAIN_6118,8.0,103.3,83.0,5.0,10.0,178.6,Overweight,M,40,24.0
TRAIN_6119,30.0,105.8,105.0,5.0,7.0,143.3,Normal Weight,F,33,181.0
TRAIN_6120,1.0,100.6,80.0,5.0,10.0,187.4,Overweight,M,48,3.0
TRAIN_6121,14.0,104.5,94.0,5.0,8.0,156.5,Normal Weight,F,44,70.0
TRAIN_6122,6.0,102.4,91.0,6.0,6.0,227.1,Overweight,M,75,38.0
TRAIN_6123,29.0,106.0,107.0,6.0,1.0,185.2,Normal Weight,M,75,243.0
TRAIN_6124,4.0,102.0,83.0,5.0,9.0,183.0,Overweight,M,64,17.0
TRAIN_6125,11.0,103.8,95.0,5.0,9.0,165.3,Normal Weight,F,77,62.0
TRAIN_6126,17.0,104.4,104.0,6.0,2.0,202.8,Overweight,M,79,141.0
TRAIN_6127,7.0,102.7,84.0,5.0,10.0,174.2,Obese,M,69,32.0
TRAIN_6128,10.0,103.3,99.0,5.0,12.0,191.8,Overweight,M,42,57.0
TRAIN_6129,27.0,105.3,100.0,5.0,7.0,145.5,Normal Weight,F,48,155.0
TRAIN_6130,3.0,101.3,84.0,5.0,10.0,180.8,Overweight,M,21,7.0
TRAIN_6131,5.0,101.8,83.0,5.0,2.0,136.7,Overweight,F,61,21.0
TRAIN_6132,27.0,106.0,108.0,5.0,10.0,172.0,Normal Weight,M,24,161.0
TRAIN_6133,14.0,104.4,88.0,5.0,9.0,167.6,Normal Weight,M,43,53.0
TRAIN_6134,28.0,105.8,108.0,5.0,8.0,152.1,Normal Weight,F,41,180.0
TRAIN_6135,28.0,105.6,118.0,5.0,6.0,141.1,Normal Weight,F,42,213.0
TRAIN_6136,28.0,105.6,110.0,6.0,6.0,216.1,Normal Weight,M,72,252.0
TRAIN_6137,15.0,104.2,101.0,4.0,9.0,121.3,Overweight,F,55,92.0
TRAIN_6138,8.0,103.1,89.0,5.0,0.0,121.3,Normal Weight,F,32,36.0
TRAIN_6139,25.0,105.3,105.0,5.0,8.0,169.8,Overweight,M,34,149.0
TRAIN_6140,10.0,103.8,91.0,5.0,2.0,123.5,Normal Weight,F,29,46.0
TRAIN_6141,24.0,105.1,109.0,5.0,8.0,167.6,Overweight,F,68,166.0
TRAIN_6142,6.0,103.3,91.0,5.0,1.0,125.7,Normal Weight,F,62,31.0
TRAIN_6143,22.0,105.3,96.0,5.0,1.0,123.5,Normal Weight,F,26,112.0
TRAIN_6144,26.0,105.3,99.0,6.0,3.0,200.6,Obese,F,67,147.0
TRAIN_6145,5.0,102.2,78.0,5.0,9.0,154.3,Normal Weight,M,23,6.0
TRAIN_6146,10.0,103.5,90.0,6.0,1.0,185.2,Normal Weight,M,24,34.0
TRAIN_6147,30.0,105.6,109.0,6.0,2.0,198.4,Overweight,M,76,266.0
TRAIN_6148,12.0,104.0,85.0,5.0,3.0,130.1,Normal Weight,F,76,57.0
TRAIN_6149,28.0,105.6,106.0,6.0,2.0,205.0,Overweight,M,50,203.0
TRAIN_6150,3.0,101.5,79.0,6.0,4.0,200.6,Normal Weight,M,42,8.0
TRAIN_6151,16.0,104.7,91.0,5.0,6.0,136.7,Normal Weight,F,39,75.0
TRAIN_6152,12.0,103.5,88.0,6.0,6.0,231.5,Overweight,M,74,71.0
TRAIN_6153,24.0,105.3,110.0,5.0,1.0,119.0,Normal Weight,F,20,156.0
TRAIN_6154,18.0,104.4,107.0,5.0,4.0,123.5,Normal Weight,F,21,111.0
TRAIN_6155,18.0,105.1,95.0,5.0,7.0,165.3,Overweight,M,79,119.0
TRAIN_6156,27.0,105.6,114.0,5.0,7.0,149.9,Normal Weight,F,76,208.0
TRAIN_6157,4.0,102.2,91.0,6.0,2.0,191.8,Normal Weight,M,28,15.0
TRAIN_6158,26.0,105.4,111.0,5.0,0.0,125.7,Normal Weight,F,64,191.0
TRAIN_6159,19.0,104.9,98.0,6.0,1.0,194.0,Overweight,M,28,92.0
TRAIN_6160,16.0,104.0,89.0,4.0,11.0,97.0,Normal Weight,F,33,74.0
TRAIN_6161,23.0,105.1,110.0,5.0,9.0,160.9,Normal Weight,M,23,140.0
TRAIN_6162,19.0,104.5,91.0,5.0,1.0,121.3,Normal Weight,F,48,94.0
TRAIN_6163,7.0,102.2,93.0,4.0,8.0,97.0,Normal Weight,F,28,35.0
TRAIN_6164,9.0,103.5,91.0,6.0,5.0,218.3,Overweight,M,29,37.0
TRAIN_6165,9.0,103.6,90.0,5.0,7.0,136.7,Normal Weight,F,26,39.0
TRAIN_6166,8.0,102.7,90.0,5.0,9.0,154.3,Normal Weight,M,24,25.0
TRAIN_6167,8.0,103.1,86.0,5.0,3.0,121.3,Normal Weight,F,20,31.0
TRAIN_6168,15.0,104.5,102.0,5.0,9.0,152.1,Normal Weight,F,32,85.0
TRAIN_6169,13.0,103.6,94.0,6.0,0.0,176.4,Normal Weight,M,27,52.0
TRAIN_6170,20.0,105.4,101.0,5.0,7.0,143.3,Normal Weight,F,26,110.0
TRAIN_6171,15.0,104.5,100.0,5.0,2.0,121.3,Normal Weight,F,25,82.0
TRAIN_6172,20.0,105.1,99.0,5.0,6.0,149.9,Normal Weight,F,49,113.0
TRAIN_6173,16.0,104.5,91.0,6.0,3.0,205.0,Overweight,M,77,100.0
TRAIN_6174,19.0,104.9,97.0,5.0,6.0,138.9,Normal Weight,F,40,101.0
TRAIN_6175,6.0,102.9,89.0,5.0,7.0,152.1,Normal Weight,F,30,25.0
TRAIN_6176,4.0,102.0,83.0,6.0,2.0,191.8,Normal Weight,M,45,14.0
TRAIN_6177,6.0,102.6,88.0,5.0,2.0,130.1,Normal Weight,F,46,27.0
TRAIN_6178,18.0,104.7,108.0,5.0,8.0,160.9,Normal Weight,M,34,114.0
TRAIN_6179,8.0,104.0,87.0,6.0,4.0,200.6,Normal Weight,M,65,40.0
TRAIN_6180,20.0,104.4,102.0,5.0,6.0,145.5,Normal Weight,F,43,118.0
TRAIN_6181,27.0,104.9,105.0,5.0,7.0,147.7,Normal Weight,F,24,158.0
TRAIN_6182,4.0,102.4,80.0,6.0,3.0,209.4,Overweight,M,47,13.0
TRAIN_6183,29.0,106.0,108.0,6.0,5.0,211.6,Obese,M,57,230.0
TRAIN_6184,17.0,104.5,101.0,5.0,3.0,125.7,Normal Weight,F,41,100.0
TRAIN_6185,17.0,104.4,90.0,5.0,5.0,154.3,Overweight,M,59,81.0
TRAIN_6186,12.0,104.2,85.0,6.0,4.0,200.6,Normal Weight,M,31,37.0
TRAIN_6187,8.0,103.5,89.0,5.0,8.0,160.9,Normal Weight,F,74,40.0
TRAIN_6188,12.0,103.6,85.0,5.0,5.0,138.9,Normal Weight,F,24,45.0
TRAIN_6189,24.0,105.3,94.0,5.0,9.0,178.6,Overweight,M,76,154.0
TRAIN_6190,24.0,104.5,101.0,6.0,3.0,216.1,Overweight,M,22,126.0
TRAIN_6191,15.0,104.5,90.0,5.0,10.0,165.3,Normal Weight,F,56,71.0
TRAIN_6192,24.0,105.3,99.0,6.0,2.0,196.2,Overweight,M,49,145.0
TRAIN_6193,26.0,105.4,112.0,5.0,3.0,127.9,Normal Weight,F,51,187.0
TRAIN_6194,19.0,105.3,99.0,6.0,6.0,224.9,Overweight,M,40,112.0
TRAIN_6195,3.0,101.5,83.0,5.0,8.0,147.7,Normal Weight,F,30,11.0
TRAIN_6196,28.0,105.6,101.0,5.0,9.0,160.9,Normal Weight,F,47,161.0
TRAIN_6197,1.0,99.5,83.0,5.0,1.0,112.4,Normal Weight,F,22,4.0
TRAIN_6198,17.0,104.5,88.0,5.0,3.0,130.1,Normal Weight,F,62,82.0
TRAIN_6199,9.0,104.0,79.0,5.0,9.0,163.1,Normal Weight,F,70,34.0
TRAIN_6200,4.0,102.2,82.0,6.0,4.0,205.0,Obese,M,20,9.0
TRAIN_6201,14.0,104.7,102.0,5.0,0.0,114.6,Normal Weight,F,20,79.0
TRAIN_6202,24.0,105.1,112.0,6.0,1.0,187.4,Normal Weight,M,42,182.0
TRAIN_6203,10.0,104.4,89.0,5.0,3.0,134.5,Normal Weight,F,40,45.0
TRAIN_6204,18.0,105.1,95.0,5.0,9.0,147.7,Normal Weight,F,34,89.0
TRAIN_6205,5.0,102.6,80.0,6.0,11.0,269.0,Overweight,M,57,21.0
TRAIN_6206,6.0,102.6,94.0,6.0,4.0,213.8,Overweight,M,74,40.0
TRAIN_6207,11.0,104.2,99.0,5.0,9.0,174.2,Overweight,M,42,60.0
TRAIN_6208,25.0,105.6,106.0,6.0,8.0,246.9,Overweight,M,65,209.0
TRAIN_6209,22.0,105.1,96.0,6.0,5.0,200.6,Normal Weight,M,29,103.0
TRAIN_6210,1.0,100.0,80.0,5.0,11.0,191.8,Overweight,M,62,4.0
TRAIN_6211,29.0,104.9,107.0,5.0,12.0,185.2,Overweight,M,30,181.0
TRAIN_6212,7.0,103.3,82.0,5.0,5.0,134.5,Normal Weight,F,21,24.0
TRAIN_6213,14.0,105.1,91.0,5.0,2.0,121.3,Normal Weight,F,42,68.0
TRAIN_6214,16.0,104.2,100.0,5.0,10.0,169.8,Normal Weight,F,71,96.0
TRAIN_6215,3.0,101.5,92.0,5.0,8.0,152.1,Normal Weight,M,21,10.0
TRAIN_6216,7.0,103.5,78.0,5.0,4.0,143.3,Normal Weight,F,48,24.0
TRAIN_6217,8.0,103.6,89.0,5.0,10.0,169.8,Normal Weight,M,68,42.0
TRAIN_6218,27.0,105.4,103.0,5.0,8.0,172.0,Overweight,M,28,146.0
TRAIN_6219,30.0,106.2,107.0,4.0,11.0,121.3,Normal Weight,F,73,213.0
TRAIN_6220,2.0,100.8,87.0,5.0,6.0,143.3,Normal Weight,F,38,8.0
TRAIN_6221,19.0,104.9,106.0,5.0,9.0,172.0,Overweight,M,53,134.0
TRAIN_6222,8.0,103.1,80.0,5.0,8.0,158.7,Normal Weight,F,32,26.0
TRAIN_6223,11.0,103.5,91.0,6.0,1.0,185.2,Normal Weight,M,28,41.0
TRAIN_6224,18.0,104.5,87.0,5.0,5.0,134.5,Normal Weight,F,25,72.0
TRAIN_6225,25.0,105.3,99.0,4.0,7.0,90.4,Normal Weight,F,45,148.0
TRAIN_6226,21.0,105.4,91.0,6.0,8.0,233.7,Overweight,M,63,123.0
TRAIN_6227,14.0,103.5,86.0,6.0,1.0,196.2,Overweight,M,30,44.0
TRAIN_6228,26.0,104.5,104.0,5.0,11.0,189.6,Overweight,M,55,183.0
TRAIN_6229,16.0,104.7,93.0,5.0,11.0,180.8,Overweight,M,35,69.0
TRAIN_6230,29.0,105.1,102.0,5.0,3.0,121.3,Normal Weight,F,22,164.0
TRAIN_6231,3.0,101.1,76.0,6.0,2.0,205.0,Overweight,M,22,4.0
TRAIN_6232,4.0,102.0,91.0,5.0,2.0,119.0,Normal Weight,F,48,20.0
TRAIN_6233,20.0,104.2,100.0,5.0,1.0,123.5,Normal Weight,F,27,110.0
TRAIN_6234,14.0,103.8,101.0,5.0,3.0,141.1,Overweight,M,25,65.0
TRAIN_6235,13.0,104.2,97.0,5.0,6.0,143.3,Normal Weight,F,22,65.0
TRAIN_6236,4.0,101.7,92.0,6.0,0.0,183.0,Normal Weight,M,55,21.0
TRAIN_6237,20.0,104.7,99.0,5.0,9.0,154.3,Normal Weight,F,33,107.0
TRAIN_6238,15.0,104.4,101.0,5.0,5.0,145.5,Normal Weight,F,36,85.0
TRAIN_6239,8.0,103.3,79.0,5.0,8.0,145.5,Normal Weight,F,25,25.0
TRAIN_6240,5.0,102.6,85.0,6.0,2.0,205.0,Overweight,M,74,26.0
TRAIN_6241,10.0,103.3,91.0,5.0,10.0,172.0,Normal Weight,F,55,48.0
TRAIN_6242,18.0,104.5,97.0,5.0,6.0,169.8,Overweight,M,73,120.0
TRAIN_6243,21.0,105.1,98.0,5.0,3.0,132.3,Normal Weight,M,48,110.0
TRAIN_6244,13.0,104.0,100.0,6.0,1.0,183.0,Normal Weight,M,26,64.0
TRAIN_6245,21.0,104.5,104.0,5.0,4.0,125.7,Normal Weight,F,23,123.0
TRAIN_6246,29.0,105.3,102.0,6.0,2.0,198.4,Overweight,M,76,227.0
TRAIN_6247,9.0,104.0,92.0,5.0,8.0,163.1,Overweight,M,65,49.0
TRAIN_6248,7.0,102.7,91.0,5.0,10.0,165.3,Normal Weight,M,43,30.0
TRAIN_6249,6.0,102.6,89.0,6.0,2.0,202.8,Overweight,M,23,20.0
TRAIN_6250,7.0,103.8,80.0,5.0,4.0,125.7,Normal Weight,F,36,25.0
TRAIN_6251,2.0,100.6,86.0,6.0,0.0,183.0,Normal Weight,M,57,9.0
TRAIN_6252,8.0,102.7,89.0,5.0,8.0,158.7,Normal Weight,F,67,39.0
TRAIN_6253,24.0,105.8,105.0,4.0,9.0,92.6,Normal Weight,F,30,151.0
TRAIN_6254,19.0,105.1,103.0,5.0,3.0,141.1,Overweight,F,43,114.0
TRAIN_6255,4.0,102.7,73.0,4.0,11.0,108.0,Normal Weight,F,29,11.0
TRAIN_6256,7.0,103.1,88.0,5.0,3.0,134.5,Normal Weight,F,26,29.0
TRAIN_6257,24.0,105.4,108.0,4.0,9.0,101.4,Normal Weight,F,26,156.0
TRAIN_6258,6.0,102.2,92.0,6.0,4.0,202.8,Normal Weight,M,22,23.0
TRAIN_6259,27.0,105.4,106.0,5.0,11.0,191.8,Overweight,M,46,187.0
TRAIN_6260,9.0,103.6,91.0,5.0,6.0,141.1,Normal Weight,F,38,42.0
TRAIN_6261,12.0,103.5,88.0,5.0,10.0,172.0,Normal Weight,M,32,40.0
TRAIN_6262,5.0,102.9,91.0,6.0,6.0,224.9,Overweight,M,36,22.0
TRAIN_6263,11.0,103.1,88.0,5.0,3.0,143.3,Overweight,F,62,52.0
TRAIN_6264,7.0,102.9,91.0,5.0,10.0,165.3,Normal Weight,F,57,34.0
TRAIN_6265,23.0,105.3,96.0,4.0,11.0,110.2,Normal Weight,F,36,123.0
TRAIN_6266,13.0,104.5,96.0,5.0,7.0,145.5,Normal Weight,F,56,71.0
TRAIN_6267,10.0,103.5,92.0,6.0,5.0,220.5,Overweight,M,74,64.0
TRAIN_6268,28.0,105.1,110.0,5.0,6.0,143.3,Normal Weight,F,54,194.0
TRAIN_6269,20.0,105.1,101.0,5.0,1.0,132.3,Obese,M,67,132.0
TRAIN_6270,12.0,103.5,93.0,5.0,5.0,136.7,Normal Weight,F,58,63.0
TRAIN_6271,11.0,104.0,88.0,5.0,10.0,185.2,Overweight,M,58,52.0
TRAIN_6272,27.0,105.4,108.0,5.0,8.0,149.9,Normal Weight,F,36,172.0
TRAIN_6273,3.0,101.3,81.0,6.0,0.0,189.6,Overweight,M,32,7.0
TRAIN_6274,30.0,106.2,117.0,5.0,9.0,152.1,Normal Weight,F,55,230.0
TRAIN_6275,28.0,105.3,110.0,5.0,9.0,165.3,Normal Weight,M,23,172.0
TRAIN_6276,12.0,104.4,89.0,6.0,0.0,196.2,Overweight,M,60,61.0
TRAIN_6277,18.0,104.7,97.0,5.0,11.0,172.0,Normal Weight,F,70,102.0
TRAIN_6278,6.0,101.8,88.0,5.0,6.0,160.9,Overweight,F,32,25.0
TRAIN_6279,24.0,105.3,96.0,5.0,4.0,138.9,Normal Weight,F,55,132.0
TRAIN_6280,29.0,106.2,109.0,5.0,9.0,163.1,Normal Weight,M,21,170.0
TRAIN_6281,17.0,105.1,94.0,6.0,1.0,198.4,Overweight,M,48,89.0
TRAIN_6282,24.0,104.9,100.0,5.0,8.0,147.7,Normal Weight,F,68,146.0
TRAIN_6283,20.0,104.0,88.0,5.0,8.0,165.3,Overweight,M,32,65.0
TRAIN_6284,24.0,104.9,99.0,6.0,4.0,202.8,Normal Weight,M,61,160.0
TRAIN_6285,19.0,105.3,95.0,5.0,3.0,136.7,Normal Weight,F,55,103.0
TRAIN_6286,9.0,104.2,96.0,6.0,6.0,211.6,Normal Weight,M,30,43.0
